Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Townhouse,$152/month,1970,Bolingbrook,,"$195,000",, 2,,403 Gainsborough Ct 60440,4.0,1.5,"1,610", Forced Air, Central Air, 1, 1, 0, 0, Full, Finished,," $3,091.72", 7

Condo,$195/month,1976,Bolingbrook,,,, 2,,3S Fernwood Dr 60440,3.0,1.5,"1,314"," Natural Gas, Forced Air",, 1, 1, 6, 0,, Slab,," $3,774.38", 6

Other,,,,,"$125,000",,,,1237 Bush Blvd 60490,,,,,,,, 0, 0,,,,,

Condo,$162/month,2004,Townes of Whispering Oaks,,"$232,000",, 2, Bolingbrook High School,1533 Envee Dr 60490,2.0,2.5,"1,438"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $5,903.94", 5

Single Family Residential,$12/month,2003,Bolingbrook,,"$320,000",, 2,,412 Clifton Ln 60440,4.0,2.5,"1,614", Natural Gas, Central Air, 2, 1, 0, 0, Full, Unfinished,," $9,199.16", 8

Condo,$173/month,1972,Courthomes of Indian Oaks,,"$161,000",, 1, Bolingbrook High School,228 Apache Ct 60440,3.0,1,"1,108"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, Slab,," $2,312.24", 6

Single Family Residential,,1972,Bolingbrook,,"$220,000",, 3, Bolingbrook High School,129 Butternut Dr 60440,3.0,1,"1,225", Natural Gas, Central Air, 1,, 0, 0,, None,," $4,734.66", 6

Single Family Residential,,1996,,,"$223,000",,,,218 Jonathan Way 60490,,2,"1,882",,,,, 0, 0,,,,,

Single Family Residential,,1993,Cherrywood East,,,, 2,,233 Homewood Dr 60440,4.0,2.5,"1,855"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 12, Full, Finished,," $6,255", 8

Other,,1972,,,"$223,800",,,,593 Sharon Way 60440,,2.5,"1,460",,,,, 0, 0,,,,,

Other,,1994,,,"$500,000",,,,681 Goldenrod Dr 60440,,2.5,"2,249",,,,, 0, 0,,,,,

Single Family Residential,,1999,,,"$345,000",,,,675 Rebecca Ln 60440,3.0,4,"1,701",,,,, 0, 0,,,,, 8

Single Family Residential,$33/month,2006,Bolingbrook,,,, 3, Neuqua Valley High School,1819 Snead St 60490,5.0,4,"4,476"," Natural Gas, Forced Air", Central Air, 4,, 0, 0, Full, Unfinished,," $13,749.12", 11

Single Family Residential,,1961,Bolingbrook,,,, 2, Bolingbrook High School,105 Arcadia Ct 60440,3.0,1.5,"1,594"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 0,, Slab,," $5,921.58", 6

Single Family Residential,,1963,Bolingbrook,,,, 1,,125 Vernon Dr 60440,5.0,1.5,"1,710"," Natural Gas, Forced Air", Central Air, 1, 1, 4, 0,, None,," $3,428.96", 9

Single Family Residential,,1995,Bolingbrook,,"$302,000",, 2, Bolingbrook High School,1142 Jennifer Ln 60440,3.0,2,"1,450", Natural Gas, Central Air, 2,, 0, 0, Full, Partially Finished,," $6,581.58", 7

Townhouse,$170/month,1993,Clusters,,"$230,000",, 2,,419 Van Gogh Cir 60440,2.0,2.5,"1,971"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 0,, None,," $7,480.08", 7

Single Family Residential,,1994,Bolingbrook,,,, 2,,982 Portsmith Ln 60440,3.0,2.5,"1,695"," Natural Gas, Forced Air", Central Air, 2, 1, 4, 4, Partial, Finished,," $8,198.34", 8

Single Family Residential,,1992,Lakewood Farms,,"$290,000",, 2,,580 Lakewood Farms Dr 60490,4.0,2.5,"1,947"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $7,719", 8

Single Family Residential,,1973,Bolingbrook,,,, 2,,317 Stafford Way 60440,3.0,2,"1,506"," Natural Gas, Forced Air", Central Air, 2,, 10, 0,, None,," $3,368.26", 6

Other,,2003,,,"$262,500",,,,152 Glendale Dr 60440,,2.5,"2,713",,,,, 0, 0,,,,,

Other,,2003,,,"$285,000",,,,346 Deering Ln 60440,,2.5,"1,614",,,,, 0, 0,,,,,

Townhouse,$199/month,1971,Bolingbrook,,"$244,500",, 1,,548 Leslie Ln 60440,4.0,2.5,"2,165"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Unfinished,," $4,171.08", 7

Single Family Residential,,1984,,,"$234,000",,,,208 Janes Ave 60440,,1,"1,512",,,,, 0, 0,,,,,

Single Family Residential,,1996,River Bend,,,, 2, Neuqua Valley High School,1881 Marne Rd 60490,4.0,2.5,"2,611"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 0, Full," Unfinished,Exterior Access",," $9,363.90", 10

Single Family Residential,$33/month,2008,Fairways of Augusta,,"$1,020,000",, 3, Neuqua Valley High School,7 Heather Ct 60490,5.0,4.5,"5,700"," Natural Gas, Forced Air", Central Air, 4, 1, 0, 2," Full, Walkout", Finished," 1,900"," $15,971.10", 11

Townhouse,$120/month,1974,Bolingbrook,,"$229,000",, 2, Bolingbrook High School,621 Sundance Dr 60440,3.0,1.5,"1,392"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Finished,," $4,859.10", 6

Townhouse,$222/month,1972,Bolingbrook,,"$235,000",, 2, Bolingbrook High School,228 Diane Ln 60440,4.0,2.5,"1,737", Forced Air, Central Air, 2, 1, 2, 2, Full, Partially Finished, 865," $5,500.80", 9

Townhouse,$167/month,1969,Bolingbrook,,,, 2, Bolingbrook High School,128 Somerset Ln 60440,3.0,2.5,"1,700"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $2,965.08", 6

Single Family Residential,,1977,Falconridge,,"$331,900",, 2.5, South High School,630 Londonberry Ln 60440,3.0,3,"2,046", Natural Gas, Central Air, 3,, 0, 0,, None,," $7,101.84", 7

Single Family Residential,,1972,Winston Woods,,"$284,900",, 2, Bolingbrook High School,3 Purchase Ct 60440,4.0,2.5,"2,055", Natural Gas, Central Air, 2, 1, 0, 0,, Crawl,," $7,104", 8

Townhouse,$154/month,1969,Beaconridge,,"$160,000",, 2, Bolingbrook High School,107 Pilgrim Ct 60440,3.0,1.5,"1,479"," Natural Gas, Forced Air",, 1, 1, 0, 0, Full, Partially Finished,," $3,091.92", 6

Other,,2004,,,"$290,000",,,,379 Palmer Dr 60490,4.0,2.5,"2,202",,,,, 0, 0,,,,, 9

Single Family Residential,$21/month,2003,Lakewood Ridge,,"$330,000",, 2, Bolingbrook High School,686 Blackhawk Ln 60440,4.0,2.5,"2,009", Natural Gas, Central Air, 2, 1, 2, 2, Full, Unfinished,," $9,602.08", 8

Townhouse,$260/month,2019,Bella Vista,,,, 2,,6 Coral Gables Ct 60490,2.0,2,"1,785"," Natural Gas, Forced Air", Central Air, 2,, 8, 0, Full, Unfinished,,, 7

Single Family Residential,,2002,Whispering Oaks,,"$385,500",, 2, Bolingbrook High School,1520 Comanche Dr 60490,5.0,4,"2,350"," Natural Gas, Forced Air", Central Air, 4,, 0, 0, Full, Finished,," $10,527", 12

Other,,1968,,,"$189,000",,,,455 Salem Sq 60440,,1.5,"1,224",,,,, 0, 0,,,,,

Single Family Residential,,1968,Bolingbrook,,"$275,000",, 1, Bolingbrook High School,241 Meadowbrook Dr 60440,3.0,1.5,"1,300"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,687", 6

Single Family Residential,,1971,Bolingbrook,,,, 2.5, Bolingbrook High School,5 Devon Ct 60440,4.0,2,"1,800", Natural Gas, Central Air, 2,, 0, 0,, None,," $6,486.70", 8

Single Family Residential,$29/month,2012,River Hills,,"$445,000",, 3, Plainfield East High School,2301 Deerpath Rd 60490,4.0,2.5,"2,453", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $7,599.56", 8

Single Family Residential,,1972,,,"$150,000",,,,345 Ozark Dr 60440,,1,"1,451",,,,, 0, 0,,,,,

Single Family Residential,,1972,Winston Woods,,"$309,900",, 2, Bolingbrook High School,709 N Pinecrest Rd 60440,5.0,3,"2,050"," Natural Gas, Forced Air", Central Air, 3,, 0, 0,, None,," $6,740.26", 9

Single Family Residential,,1974,Bolingbrook,,,, 2, Bolingbrook High School,460 Falconridge Way 60440,4.0,3,"2,964"," Natural Gas, Forced Air", Central Air, 3,, 0, 14, Partial, Finished,," $7,875.36", 8

Townhouse,$154/month,1968,Beaconridge,,"$181,500",, 2, Bolingbrook High School,419 Hallmark Ln 60440,4.0,1.5,"1,304"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Unfinished,," $3,433", 7

Single Family Residential,,1983,Ivanhoe,,"$270,000",, 2,,144 Rockhurst Rd 60440,3.0,2,"1,390"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $5,764", 6

Single Family Residential,,2011,,,"$470,000",,,,1906 Barrington Ave 60490,5.0,3.5,"3,017",,,,, 0, 0,,,,,

Townhouse,$199/month,1971,Bolingbrook,,,, 2, Bolingbrook High School,529 Julie Rd 60440,2.0,3.5,"1,320"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $5,685", 5

Single Family Residential,,,Indian Oaks,,,, 2,,142 Tomahawk Ct 60440,3.0,2,"1,740"," Natural Gas, Forced Air", Central Air, 2,, 6, 0, Full, Unfinished,," $7,483.82", 8

Single Family Residential,,1970,,,"$174,000",,,,156 Pacific Dr 60440,,1,"1,165",,,,, 0, 0,,,,,

Single Family Residential,,1976,Cherrywood,,"$255,000",, 2,,219 Lincolnshire Ln 60440,4.0,3,"1,548"," Natural Gas, Forced Air", Central Air, 3,, 0, 0,, None,," $4,685.46", 7

Single Family Residential,,1978,Winston Woods,,,, 2, Bolingbrook High School,1 Keystone Ct 60440,4.0,2,"2,508"," Natural Gas, Forced Air", Central Air, 2,, 12, 0,, None,," $6,438.74", 8

Other,,1996,,,"$239,900",,,,355 Aaron Ln 60440,,2.5,"2,250",,,,, 0, 0,,,,,

Single Family Residential,,1979,Cherrywood East,,,, 1,,648 Niagara Dr 60440,3.0,1,"1,096"," Natural Gas, Forced Air", Central Air, 1,, 2, 6,, Slab,," $3,456.36", 5

Townhouse,$190/month,1991,Sherwood Commons,,"$182,000",, 1, Bolingbrook High School,354 Lakeview Cir 60440,2.0,2.5,"1,570"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $4,356", 4

Single Family Residential,,1993,Bolingbrook,,"$434,900",, 3, Naperville Central High School,595 Cleavland Dr 60440,4.0,3,"2,312"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Partial," Finished,Crawl",," $9,053.94", 10

Single Family Residential,$26/month,2002,Foxridge Farms,,,, 2, Plainfield East High School,2092 Mark Cir 60490,4.0,2.5,"2,860", Natural Gas, Central Air, 2, 1, 2, 0, Full, Unfinished,," $8,231.06", 8

Single Family Residential,,2000,Huntington Estates,,"$305,000",, 2, Bolingbrook High School,703 Bluebird Dr 60440,4.0,2.5,"1,728", Natural Gas, Central Air, 2, 1, 0, 0, Full, Partially Finished, 800," $7,103.90", 10

Single Family Residential,,1961,Bolingbrook,,,, 1, Bolingbrook High School,100 Fairwood Ct 60440,3.0,1.5,"1,115", Natural Gas, Central Air, 1, 1, 4, 8,, None,," $4,198", 6

Single Family Residential,,1978,Falconridge,,,, 2, South High School,565 Cambridge Way 60440,5.0,3,"2,986"," Natural Gas, Forced Air", Central Air, 3,, 16, 2, Full, Finished,," $7,247.88", 10

Single Family Residential,,1972,Cinnamon Creek,,,, 1, Bolingbrook High School,166 Larchmont Way 60440,3.0,1,"1,225"," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $5,018.42", 6

Townhouse,$140/month,1975,Indian Oaks,,,, 1, Bolingbrook High School,629 Sundance Dr 60440,3.0,1,"1,092"," Natural Gas, Forced Air", Central Air, 1,, 10, 0, Full, Finished,," $4,119.90", 7

Single Family Residential,,1975,Ivanhoe,,"$280,000",, 2.5,,387 Tarrington Way 60440,3.0,1.5,"1,755"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 2,, None,," $5,878", 7

Single Family Residential,$33/month,1993,Riverwoods,,"$505,000",, 3, Bolingbrook High School,13 Roanoke Ct 60440,4.0,4,"3,930"," Natural Gas, Forced Air", Central Air, 3, 2, 0, 2," Full, Walkout"," Finished,Exterior Access",," $14,394.22", 12

Single Family Residential,,1971,Bolingbrook,,,, 3, Bolingbrook High School,229 Cedarwood Ave 60440,3.0,1,875," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,093.78", 5

Single Family Residential,,1998,Pheasant Chase,,"$305,000",, 2, Bolingbrook High School,475 Pheasant Chase Dr 60490,3.0,2.5,"1,932"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $8,444", 7

Other,,1979,,,"$310,000",,,,1005 Churchill Dr 60440,,2.5,"2,276",,,,, 0, 0,,,,,

Single Family Residential,,2003,Bolingbrook,,,, 3,,1331 Palisades Dr 60490,6.0,4,"3,930", Natural Gas, Central Air, 4,, 22, 4, Full, Finished,," $10,851.50", 12

Single Family Residential,,1998,Huntington Estates,,"$345,000",, 2,,490 S Orchard Dr 60440,4.0,2.5,"2,069", Natural Gas, Central Air, 2, 1, 0, 2, Full, Partially Finished," 1,060"," $8,436", 10

Condo,$152/month,1972,Indian Oaks,,,, 1,,217 Eagle Ct 60440,2.0,1,975," Natural Gas, Forced Air",, 1,, 0, 0,, None,," $2,249.86", 5

Single Family Residential,,1962,Bolingbrook,,"$272,000",, 2.5,,133 Oxford Rd 60440,4.0,2.5,"1,776", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $5,922", 8

Townhouse,$152/month,1969,Bolingbrook,,"$170,000",, 2, Bolingbrook High School,403 Standish Ct 60440,2.0,1.5,"1,176"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0, Full, Partially Finished,," $3,017.78", 5

Single Family Residential,,1998,Bolingbrook,,"$362,000",, 2,,548 Hillcrest Dr 60440,4.0,3.5,"2,250"," Natural Gas, Electric", Central Air, 3, 1, 0, 0, Full, Finished,," $8,739.58", 8

Single Family Residential,,1984,Bolingbrook,,,, 2, Bolingbrook High School,706 Melissa Dr 60440,3.0,1,"1,322", Natural Gas, Central Air, 1,, 2, 0,, Slab,," $5,505.14", 6

Single Family Residential,$35/month,2000,Bolingbrook,,"$375,000",, 2, Plainfield East High School,1433 Sage Dr 60490,4.0,2.5,"2,225"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Finished,Crawl",," $8,454.18", 9

Single Family Residential,$9/month,2004,Bolingbrook,,"$412,000",, 3, Bolingbrook High School,406 Aviary Ln 60490,4.0,2.5,"3,189"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Unfinished,Bathroom Rough-In,Egress Window",," $12,750.96", 10

Single Family Residential,,1998,Bolingbrook,,"$310,000",, 2,,613 Greystone Ln 60440,3.0,2,"1,701", Natural Gas, Central Air, 2,, 0, 2, Full," Finished,Crawl,Sub-Basement",," $7,190", 7

Single Family Residential,,1989,Bolingbrook,,,, 2, Bolingbrook High School,190 N Canyon Dr 60490,3.0,2.5,"2,378"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $8,162", 7

Single Family Residential,,1968,Sugarbrook,,"$275,000",, 2.5, Bolingbrook High School,208 Meadowbrook Dr 60440,3.0,2,"1,811"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Crawl,," $6,057.32", 6

Single Family Residential,,1980,Ivanhoe,,,, 2, South High School,936 N Ashbury Ave 60440,3.0,2,"1,614"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Crawl,," $6,590.24", 7

Single Family Residential,,1993,Bolingbrook,,"$355,000",, 2,,172 N Vincent Dr 60490,4.0,2.5,"2,471", Natural Gas, Central Air, 2, 1, 0, 2, Full, Unfinished,," $8,269.40", 9

Single Family Residential,,1971,Bolingbrook,,,, 2, Bolingbrook High School,140 Nottingham Dr 60440,3.0,2,"1,600"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $6,361.06", 7

Single Family Residential,,1973,Ivanhoe,,"$278,000",, 2, Bolingbrook High School,345 Huntington Way 60440,4.0,1.5,"1,755"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 2, Full, Finished,," $6,058.52", 7

Townhouse,$153/month,1972,Courthomes of Indian Oaks,,,, 1, Bolingbrook High School,240 Chippewa Ct 60440,2.0,1,968, Natural Gas, Central Air, 1,, 0, 0,, None,," $2,560.80", 5

Single Family Residential,,1992,Lakewood Farms,,,, 2,,579 Buckboard Rd 60490,3.0,2.5,"1,800"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $6,784.28", 7

Single Family Residential,,1977,Bolingbrook,,"$234,000",, 1.5, Bolingbrook High School,225 Radcliff Dr 60440,3.0,1,"1,250"," Natural Gas, Forced Air", Central Air, 1,, 0, 2,, None,," $4,196.82", 6

Condo/Co-op,,1986,,,"$175,050",,,,1 Fernwood Dr 60440,,1.5,"1,254",,,,, 0, 0,,,,,

Single Family Residential,$29/month,2003,Augusta Village,,"$362,000",, 2, Bolingbrook High School,128 Ginkgo St 60490,4.0,3,"2,267", Natural Gas, Central Air, 3,, 0, 0, Full," Unfinished,9 ft + pour",," $11,381.78", 8

Single Family Residential,$20/month,2005,Augusta Village Greens,,,, 2, Bolingbrook High School,211 Honeysuckle St 60490,4.0,2.5,"2,267"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Unfinished,Bathroom Rough-In",," $10,991.64", 9

Single Family Residential,,1973,Bolingbrook,,"$302,500",, 2, Bolingbrook High School,541 Cottonwood Cir 60440,4.0,2,"1,671"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Slab,," $6,775.24", 8

Single Family Residential,,1962,Westbury,,,, 5, Bolingbrook High School,172 Cypress Dr 60440,3.0,1.5,"1,435"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $1,522", 8

Single Family Residential,,1979,Indian Oaks,,,, 2, Bolingbrook High School,1037 Churchill Dr 60440,4.0,2.5,"2,276"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 12, Full, Finished, 775," $6,918", 9

Single Family Residential,,1975,Ivanhoe,,,, 2,,416 Sword Way 60440,4.0,1.5,"1,909"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,795.94", 8

Single Family Residential,,1972,Bolingbrook,,"$254,000",, 2, Bolingbrook High School,133 Butternut Dr 60440,4.0,2,"1,720"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, Slab,," $6,209", 9

Single Family Residential,,1976,Bolingbrook,,"$326,000",, 2,,509 Whitby Ct 60440,4.0,3,"2,090"," Natural Gas, Forced Air", Central Air, 3,, 0, 0,, Slab,," $6,796.62", 8

Single Family Residential,,1976,Bolingbrook,,,, 2, Bolingbrook High School,1137 Bramble Ave 60490,3.0,2,"1,665", Natural Gas, Central Air, 2,, 0, 0," Full, Walkout"," Finished,Exterior Access",," $6,802", 8

Single Family Residential,$28/month,2005,Augusta Village,,,, 2, Bolingbrook High School,5 Tiger Ct 60490,4.0,2.5,"2,506"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 4, Full, Finished,,, 9

Single Family Residential,$10/month,1987,St Andrews Woods,,,, 2, Bolingbrook High School,859 Aberdeen Ct 60440,5.0,2.5,"2,712", Natural Gas, Central Air, 2, 1, 2, 2, Full, Finished," 1,000"," $10,350", 11

Single Family Residential,$28/month,2002,Somerfield,,"$385,000",, 2, Plainfield East High School,1574 Glenside Dr 60490,4.0,2.5,"2,456"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2," Full, English"," Unfinished,Bathroom Rough-In,Lookout,Storage Space"," 1,100"," $10,098", 9

Single Family Residential,$33/month,2006,Fairways of Augusta,,,, 3, Neuqua Valley High School,5 Heather Ct 60490,4.0,4.5,"3,435", Natural Gas, Central Air, 4, 1, 18, 18, Full, Finished," 1,700"," $14,426.46", 14

Single Family Residential,,1976,Bolingbrook,,"$290,000",, 2.1, Bolingbrook High School,484 Falconridge Way 60440,4.0,2.5,"2,652", Natural Gas, Central Air, 2, 1, 0, 0,, Crawl,," $7,901", 8

Single Family Residential,,1969,Bolingbrook,,"$210,000",, 2, Bolingbrook High School,336 Hadleigh Rd 60440,4.0,1.5,"1,142", Natural Gas, Central Air, 1, 1, 2, 2,, Crawl,," $4,891", 6

Single Family Residential,,1979,Bolingbrook,,"$278,900",, 1,,112 Glen Lake Dr 60440,3.0,1.5,"1,441"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,911.06", 7

Townhouse,$197/month,2003,Bolingbrook,,"$235,000",, 2,,122 Enclave Cir 60440,3.0,2,"1,587", Natural Gas, Central Air, 2,, 0, 0," Full, Walkout", Finished,," $4,901", 6

Single Family Residential,,1976,Bolingbrook,,,, 2,,437 Sword Way 60440,4.0,2.5,"2,002", Forced Air, Central Air, 2, 1, 0, 14,, Crawl,," $7,952", 8

Single Family Residential,$26/month,2003,Bolingbrook,,,, 2,,725 Metropolitan Ave 60490,4.0,3.5,"2,395", Natural Gas, Central Air, 3, 1, 0, 0, Full, Finished,," $10,081.32", 10

Single Family Residential,,1970,Bolingbrook,,,, 2.5,,247 Malibu Dr 60440,3.0,1,," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $4,093.10", 7

Single Family Residential,$28/month,2005,Augusta Village,,"$475,000",, 3, Bolingbrook High School,347 Tiger St 60490,5.0,3.5,"3,036"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $13,302.20", 10

Single Family Residential,,1984,Indian Oaks,,,, 2,,1043 Bothwell Cir 60440,3.0,1.5,"1,502"," Natural Gas, Forced Air", Central Air, 1, 1, 6, 0,, None,," $6,351.46", 7

Single Family Residential,,1995,Bolingbrook,,"$288,500",, 2, Romeoville High School,461 Monarch Ln 60440,3.0,1.5,"1,701", Natural Gas, Central Air, 1, 1, 0, 0, Partial, Finished,," $6,562.86", 7

Single Family Residential,,1999,River Bend,,,, 3, Neuqua Valley High School,110 Woodlet Ln 60490,5.0,4,"4,200", Natural Gas, Central Air, 3, 2, 14, 16, Full," Finished,Egress Window"," 1,415"," $9,838", 13

Single Family Residential,$30/month,2004,Bloomfield West,,,, 2, Bolingbrook High School,380 Marshall Ash St 60490,4.0,2.5,"2,592"," Natural Gas, Forced Air", Central Air, 2, 1, 20, 8, Full, Unfinished,," $12,956.36", 10

Single Family Residential,,1970,Sugarbrook,,"$238,000",, 2.1,,237 Malibu Dr 60440,3.0,1.5,"1,074"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0,, None,," $5,038", 9

Single Family Residential,,1971,Winston Woods,,"$260,000",, 2, Bolingbrook High School,714 Westchester Ln 60440,3.0,2,"1,587", Forced Air, Central Air, 2,, 0, 0,, None,," $2,610", 7

Single Family Residential,,1996,Bolingbrook,,"$353,500",, 2, Neuqua Valley High School,1730 Apple Valley Rd 60490,4.0,3,"2,424", Natural Gas, Central Air, 2, 1, 0, 0, Full, Finished,," $8,504.84", 8

Other,,2003,,,"$225,000",,,,1737 Trails End Ln 60490,,2.5,"3,189",,,,, 0, 0,,,,,

Condo,$161/month,1972,Courthomes of Indian Oaks,,,, 2, Bolingbrook High School,226 Elkhorn Ct 60440,3.0,1,971, Natural Gas, Central Air, 1,, 0, 8,, None,," $2,916.14", 6

Condo/Co-op,,1997,,,"$190,000",,,,358 Magnolia Ct 60440,,1,912,,,,, 0, 0,,,,,

Single Family Residential,,2010,Naperville,,"$628,000",, 5, South High School,8405 Una Ave 60565,5.0,4.5,"4,649"," Natural Gas, Forced Air, Indv Controls, Zoned"," Central Air, Zoned, Gas, Dual", 4, 1, 0, 2, Partial, Unfinished,," $16,705.04", 10

Townhouse,$167/month,1968,Beaconridge,,,, 2, Bolingbrook High School,402 Hallmark Ln 60440,2.0,1,"1,160", Natural Gas, Central Air, 1,, 4, 10, Full, Finished,," $2,395.32", 6

Single Family Residential,,1972,,,"$267,000",,,,124 Creekside Dr 60440,,1,864,,,,, 0, 0,,,,,

Single Family Residential,,1972,Cherrywood,,,, 2, Bolingbrook High School,219 Grant Dr 60440,4.0,2,"1,800"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full, Finished,," $6,094", 8

Single Family Residential,,1979,Bolingbrook,,"$300,000",, 2,,148 Glen Lake Dr 60440,4.0,1.5,"1,100"," Natural Gas, Electric", Central Air, 1, 1, 0, 0, Partial, Finished,," $6,206", 8

Single Family Residential,,1962,,,"$213,000",,,,152 Lawton Ln 60440,4.0,2,"1,672",,,,, 0, 0,,,,, 9

Single Family Residential,,1976,Indian Oaks,,,, 2, Bolingbrook High School,282 Bryant Way 60440,3.0,2,"1,729"," Natural Gas, Forced Air", Central Air, 2,, 10, 6," Partial, Walkout", Finished,," $6,187", 8

Single Family Residential,$28/month,2000,Somerfield,,,, 2.5, Plainfield East High School,747 Dalton Ln 60490,5.0,3,"2,200"," Natural Gas, Forced Air", Central Air, 2, 2, 4, 18, Partial," Finished,Crawl", 700," $8,033.32", 10

Single Family Residential,$30/month,2005,Augusta Village,,,, 2,,243 Clubhouse St 60490,5.0,2.5,"2,470"," Natural Gas, Forced Air", Central Air, 2, 1, 8, 10, Full, Unfinished,," $11,787.60", 9

Single Family Residential,,1973,Bolingbrook,,"$300,000",, 2,,408 Rockhurst Rd 60440,4.0,2,"2,000"," Natural Gas, Forced Air", Central Air, 2,, 0, 2," Full, English", Finished,," $6,117.08", 8

Other,,1973,,,"$199,900",,,,269 Dupage Dr 60440,,1,"1,092",,,,, 0, 0,,,,,

Townhouse,,1980,Country Manor,,"$180,000",, 1.5,,325 Kirkwood Cir 60440,3.0,1.5,"1,037"," Natural Gas, Forced Air", Central Air, 1, 1, 0, 0," Full, Walkout"," Finished,Exterior Access",," $3,307.14", 6

Single Family Residential,,1993,Bolingbrook,,,, 2, Bolingbrook High School,506 N Ashbury Ave 60440,4.0,2.5,"2,677", Forced Air, Central Air, 2, 1, 12, 6, Full, Partially Finished,," $9,954.58", 10

Single Family Residential,,1972,Bolingbrook,,"$200,000",, 2, Bolingbrook High School,155 Creekside Dr 60440,3.0,1,864," Natural Gas, Forced Air", Central Air, 1,, 0, 0,, None,," $2,365.48", 5

Townhouse,$195/month,1976,Pine Meadow,,"$190,000",, 2,,15S Fernwood Dr 60440,3.0,1.5,"1,306", Natural Gas, Central Air, 1, 1, 0, 0,, Slab,," $3,194.50", 6

Single Family Residential,,1994,Bolingbrook,,"$275,000",, 2,,351 Pheasant Chase Dr 60490,3.0,2,"1,613", Natural Gas, Central Air, 2,, 0, 0, Full, Unfinished,," $8,949", 7

Single Family Residential,,1975,Indian Oaks,,,, 4, Bolingbrook High School,644 Cochise Cir 60440,3.0,2,"1,728"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $4,238.14", 7

Single Family Residential,,1993,Bradford Place,,"$285,000",, 2, Bolingbrook High School,1236 Quail Run Ave 60490,3.0,3.5,"2,100"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Partial, Finished,," $8,550.04", 9

Single Family Residential,,1994,Bolingbrook,,"$306,000",, 2, Bolingbrook High School,923 W Briarcliff Rd 60440,3.0,2.5,"1,661"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Partially Finished,," $8,796.52", 8

