Property Type,HOA Dues,Year Built,Community,List Price,housingprice,Est. Mo. Payment,# Of Cars,High School,address,beds,baths,sqft,Heating,Cooling,# of Baths (Full),# of Baths (1/2),# of carpet,# of hardwood,Basement,Basement Description,Basement Sq. Ft.,Tax Annual Amount,# of Rooms
Townhouse,$330/month,2000,Deer Crossing,,"$345,000",, 4, Waubonsie Valley High School,918 Havenshire Ct 60565,3.0,2.5,"1,966"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Partial, Partially Finished,," $6,322.72", 7

Single Family Residential,$13/month,1996,Woodlake,,"$420,000",, 2, Neuqua Valley High School,2315 Warm Springs Ct 60564,3.0,2.5,"1,958"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Unfinished,," $6,823.90", 7

Single Family Residential,$8/month,1988,Knoch Knolls,,,, 2, Neuqua Valley High School,371 Du Pahze St 60565,4.0,3,"3,808"," Natural Gas, Forced Air"," Central Air, Zoned", 2, 2, 6, 14, Partial," Finished,Crawl"," 1,309"," $14,499", 14

Single Family Residential,$54/month,1979,Steeple Run,,,, 2, Naperville North High School,5S733 Steeple Run Dr 60540,4.0,2.5,"1,844"," Natural Gas, Forced Air", Central Air, 2, 1, 10, 8, Full, Unfinished, 882," $7,063.94", 8

Single Family Residential,,1958,Naperville,,,, 2, Naperville North High School,5S535 Columbia St 60563,3.0,3,"1,288"," Natural Gas, Forced Air", Central Air, 3,, 0, 14, Full," Finished,Exterior Access"," 1,288"," $5,808.82", 8

Single Family Residential,,1982,,,"$271,000",,,,1131 Andover Ct 60563,2.0,1.5,"1,213",,,,, 0, 0,,,,, 5

Other,,,,,"$525,000",,,,3504 Birch Ln 60564,,,,,,,, 0, 0,,,,,

Townhouse,$320/month,1997,Naperville,,,, 2.5, Waubonsie Valley High School,842 Havenshire Rd 60565,4.0,4,"2,900"," Natural Gas, Electric", Central Air, 4,, 0, 0, Full, Finished,," $6,046.78", 7

Townhouse,$320/month,1997,Naperville,,"$315,000",, 2,,835 Havenshire Rd 60565,2.0,2,"1,211"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $3,502", 6

Single Family Residential,$71/month,1994,Breckenridge Estates,,"$451,000",, 2,,727 De Lasalle Ct 60565,5.0,3,"3,415"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Full, Unfinished," 1,728"," $14,319.16", 11

Single Family Residential,$33/month,2000,Century Farms,,,, 3, Naperville North High School,1507 William Penn Dr 60563,7.0,4.5,"4,100"," Natural Gas, Forced Air", Central Air, 4, 1, 14, 10, Full," Finished,Bathroom Rough-In,8 ft + pour,Rec/Family Area,Storage Space"," 2,074"," $14,634.96", 13

Single Family Residential,,1968,,,"$339,000",,,,NAPERVILLE PLAI ROAD D 60564,,2,"1,441",,,,, 0, 0,,,,,

Condo,$209/month,2001,Bridgewater,,"$264,500",, 2, Metea Valley High School,608 Lakeridge Ct 60563,2.0,2.5,"1,552"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $3,974.44", 5

Single Family Residential,,1988,Greene Ridge,,,, 3, Naperville Central High School,1735 Atwood Cir 60565,4.0,3.5,"3,374"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Full, Partially Finished,," $11,185.62", 11

Townhouse,$274/month,1996,Crosswinds,,"$265,000",, 2, Neuqua Valley High School,2136 Fulham Dr 60564,2.0,2.5,"1,578"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $4,668.42", 7

Townhouse,$225/month,1994,Estes Park,,,, 1, Metea Valley High School,1235 Arapaho Ct 60540,2.0,2.5,"1,488"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $4,545.54", 7

Condo,$256/month,1981,Village Green,,"$245,000",, 1, Naperville Central High School,498 River Bend Rd 60540,2.0,2,"1,523"," Natural Gas, Forced Air", Central Air, 2,, 0, 2, Partial," Unfinished,Storage Space", 761," $4,468.58", 4

Single Family Residential,,1960,Naperville,,,, 5.5, Metea Valley High School,5S058 Tartan Ln 60563,3.0,1.5,"1,560"," Natural Gas, Forced Air", Central Air, 1, 1, 2, 2, Partial," Finished,Crawl",," $4,381.02", 6

Single Family Residential,,1948,,,"$450,000",,,,1040 Sylvan Cir 60540,,1.5,"1,570",,,,, 0, 0,,,,,

Townhouse,$250/month,1998,Signature Club,,"$305,000",, 2, Waubonsie Valley High School,3021 Serenity Ln 60564,3.0,2.5,"1,610"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $5,215.54", 6

Condo,$440/month,1974,Pebblewood,,"$125,000",, 2, Metea Valley High School,5S040 Pebblewood Ln 60563,2.0,1.5,"1,095"," Natural Gas, Steam", Central Air, 1, 1, 0, 0,, None,," $1,080.98", 5

Single Family Residential,$13/month,1977,Naperville,,,, 2, Naperville North High School,826 S Charles Ave 60540,4.0,2.5,"2,136", Natural Gas, Central Air, 2, 1, 10, 4, Full, Finished,," $8,561", 9

Single Family Residential,,1963,Naperville,,,, 2, Naperville North High School,13 N Parkway Dr 60540,4.0,3,"2,753"," Natural Gas, Forced Air, Steam, Baseboard", Central Air, 3,, 2, 16," Partial, English"," Unfinished,Crawl,Sub-Basement",," $11,416.30", 9

Single Family Residential,,1986,Naperville,,,, 3, Naperville North High School,1604 Chippewa Dr 60563,5.0,4.5,"3,602", Natural Gas, Central Air, 4, 1, 10, 8, Full," Finished,Egress Window,Rec/Family Area",," $12,040.82", 14

Single Family Residential,,1967,Naperville,,,, 2, Wheaton Warrenville South H S,25W231 39th St 60563,4.0,3.5,"2,555", Natural Gas, Central Air, 3, 1, 18, 0, Full, Finished," 1,035"," $10,367.44", 11

Condo,$400/month,1980,Quail Ridge,,"$122,000",, 1,,509 Kiowa Cir 60565,2.0,2,"1,030"," Baseboard, Radiant",, 2,, 0, 0,, None,," $2,291", 5

Single Family Residential,,1990,Brookdale,,"$425,900",, 2, Metea Valley High School,1581 Hinterlong Ln 60563,4.0,2.5,"2,100", Natural Gas, Central Air, 2, 1, 0, 2, Full," Unfinished,Crawl,Egress Window,Concrete (Basement)", 740," $8,716.98", 9

Single Family Residential,$21/month,2002,South Pointe,,,, 3, Plainfield North High School,2508 Champion Rd 60564,4.0,2.5,"3,009"," Natural Gas, Forced Air", Central Air, 2, 1, 18, 4, Full, Finished," 1,647"," $12,199", 11

Condo,$813/month,1986,Riverplace,,"$400,000",, 1, Naperville Central High School,509 Aurora Ave 60540,2.0,2,"1,192", Radiant, Central Air, 2,, 0, 0,, None,," $7,310", 5

Single Family Residential,$45/month,1985,Naperville,,,, 3, Naperville North High School,816 Turnbridge Cir 60540,4.0,3.5,"3,499", Natural Gas, Central Air, 3, 1, 0, 22, Full, Partially Finished,," $12,887.24", 10

Single Family Residential,$19/month,1999,Prairie Crossing,,"$560,800",, 2, Neuqua Valley High School,2568 Bangert Ln 60564,4.0,3.5,"3,100", Natural Gas, Central Air, 3, 1, 2, 2, Full, Finished,," $10,479.26", 12

Single Family Residential,,1967,Will-O-Way,,,, 2, Naperville Central High School,324 Berry Dr 60540,3.0,2,"1,776", Natural Gas, Central Air, 2,, 0, 0, Partial," Finished,Crawl",," $6,857.96", 7

Condo,$441/month,1979,Naperville,,"$139,500",,,,1041 W Ogden Ave 60563,2.0,2,"1,100"," Steam, Baseboard",, 2,, 0, 0,, None,," $2,184.92", 5

Townhouse,$241/month,1997,Crosswinds,,"$215,000",, 1, Neuqua Valley High School,2010 Fulham Dr 60564,2.0,1.5,"1,323", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $3,858.44", 5

Townhouse,$220/month,2022,Naperville,,,, 2, Waubonsie Valley High School,2921 Showplace Dr 60564,3.0,3,"2,027"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 0,, None,,, 7

Single Family Residential,,1973,,,"$535,000",,,,8S570 Boundary Hill Rd 60565,,1.5,"2,450",,,,, 0, 0,,,,,

Single Family Residential,,1985,Naperville,,,, 2, Naperville North High School,1619 Kaimi Ct 60563,4.0,3.5,"3,966", Natural Gas, Central Air, 3, 1, 0, 6, Partial, Finished,," $13,243.02", 8

Condo/Co-op,,1985,,,"$217,167",,,,1352 Queensgreen Cir 60563,3.0,2.5,"1,297",,,,, 0, 0,,,,,

Single Family Residential,,2018,,,"$700,000",,,,2311 Country Club Blvd 60563,4.0,3.5,"3,400",,,,, 0, 0,,,,,

Single Family Residential,,2005,Naperville Heights,,,, 2, Naperville North High School,1135 N Main St 60563,4.0,4.5,"4,018"," Natural Gas, Forced Air", Central Air, 4, 1, 4, 12, Full," Finished,Exterior Access,Bathroom Rough-In,Egress Window,9 ft + pour,Storage Space"," 1,830"," $18,802.82", 11

Single Family Residential,,2021,Naperville,,"$780,000",, 2, Naperville North High School,25W231 Oldham Rd 60563,4.0,4.5,"3,776", Natural Gas," Central Air, Zoned", 4, 1, 0, 0," Full, English", Unfinished," 2,000"," $3,075", 9

Single Family Residential,$19/month,1996,Clow Creek Farm,,"$525,000",, 2, Neuqua Valley High School,4420 Buttermilk Ct 60564,5.0,3.5,"3,161"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 2, Partial," Finished,Crawl",," $11,628.88", 12

Single Family Residential,,1979,,,"$455,000",,,,2154 Westwind Ct 60565,,2.5,"2,532",,,,, 0, 0,,,,,

Condo,$282/month,1972,Naperville,,"$110,000",, 1,,254 E Bailey Rd 60565,1.0,1,, Steam,, 1,, 0, 0,, None,," $1,694.88", 4

Single Family Residential,,1986,Naperville,,"$545,000",, 2, Naperville North High School,1324 E Gartner Rd 60540,4.0,2.5,"3,686", Natural Gas, Central Air, 2, 1, 0, 0, Full," Unfinished,Crawl",," $11,807.76", 11

Townhouse,$198/month,1999,Kingspointe,,"$271,000",, 2, Metea Valley High School,2723 McClennan Ct 60563,3.0,2.5,"1,646"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $4,841.30", 6

Condo,$369/month,1981,Olive Trees,,,, 2,,108 E Bailey Rd 60565,2.0,1.5,885, Natural Gas,, 1, 1, 0, 0,, None,," $2,038", 3

Single Family Residential,,1979,Village Green,,,, 2, Naperville Central High School,113 Coventry Ct 60565,4.0,2.5,"2,300"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 20, Partial, Partially Finished," 1,064",, 11

Condo,$283/month,1992,Hawthorne Square,,,, 2, Naperville North High School,1214 Chalet Rd 60563,2.0,2,"1,129", Natural Gas, Central Air, 2,, 8, 0,, None,," $3,199.30", 5

Townhouse,$385/month,2009,Carillon Club,,"$410,000",, 2,,2930 Normandy Cir 60564,2.0,2,"1,549"," Natural Gas, Forced Air", Central Air, 2,, 0, 0,, None,," $6,007", 6

Single Family Residential,,1986,,,"$310,000",,,,7S404 Creek Dr 60540,,1.5,"1,868",,,,, 0, 0,,,,, 2

Condo,$401/month,1974,Naperville,,"$155,000",, 2,,5S040 Pebblewood Ln 60563,2.0,1.5,"1,050", Natural Gas, Central Air, 1, 1, 0, 0,, None,," $2,195", 5

Single Family Residential,,1995,White Eagle,,"$925,000",, 3, Waubonsie Valley High School,3368 White Eagle Dr 60564,5.0,4.5,"4,574", Natural Gas, Central Air, 4, 1, 2, 2, Full," Partially Finished,Lookout,Rec/Family Area,Sleeping Area,Storage Space",," $16,895.32", 12

Condo,$260/month,1990,Brookdale Manor,,"$218,500",, 1, Metea Valley High School,879 Pas Ct 60563,2.0,2,"1,324", Natural Gas, Central Air, 2,, 0, 2,, None,," $3,922.28", 5

Single Family Residential,,1986,,,"$589,000",,,,1042 Augustana Dr 60565,4.0,2.5,"2,542",,,,, 0, 0,,,,, 9

Single Family Residential,,1935,Naperville,,"$305,000",, 2, Naperville North High School,926 Loomis St 60563,4.0,2,"1,512"," Natural Gas, Forced Air", Central Air, 2,, 0, 0, Full," Finished,Egress Window,Rec/Family Area,Sleeping Area,Storage Space", 624," $5,235", 7

Single Family Residential,,1997,Mission Oaks,,"$463,000",, 2, Neuqua Valley High School,2127 Sudbury St 60564,5.0,4,"2,429"," Natural Gas, Forced Air", Central Air, 4,, 0, 2, Full, Finished,," $8,602.90", 10

Single Family Residential,,1998,Naperville,,"$530,000",, 3,,2704 Wait Rd 60564,4.0,2.5,"2,650"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full, Partially Finished,," $10,111.36", 9

Condo,$481/month,2020,Naperville,,,, 2, Naperville North High School,110 S Washington St 60540,2.0,2.5,"2,083", Natural Gas, Central Air, 2, 1, 0, 12,, None,, $972, 6

Single Family Residential,,1970,Country View Estates,,,, 2.5, Neuqua Valley High School,28W104 Countryview Dr 60564,4.0,2.5,"2,520"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 24, Full, Partially Finished,," $7,614", 9

Single Family Residential,,1982,,,"$290,000",,,,1944 Navarone Dr 60565,3.0,2,"1,071",,,,, 0, 0,,,,,

Single Family Residential,,1951,Naperville,,,, 2, Naperville North High School,407 S Sleight St 60540,3.0,3.5,"2,222"," Natural Gas, Forced Air", Central Air, 3, 1, 0, 0, Full, Finished,," $10,677", 9

Townhouse,$235/month,2019,Emerson Park,,"$405,000",, 2, Waubonsie Valley High School,2912 Madison Dr 60564,3.0,2.5,"1,998", Natural Gas, Central Air, 2, 1, 0, 0,, Slab,," $6,873", 6

Single Family Residential,,1984,Naperville,,"$430,000",, 2, Naperville Central High School,1912 Seton Hall Dr 60565,4.0,2.5,"2,118"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2,, None,," $6,895.42", 8

Single Family Residential,,1962,West Highlands,,"$412,000",, 2, Naperville Central High School,1236 Laurel Ln 60540,3.0,2.5,"2,003", Other, Central Air, 2, 1, 0, 2,, None,," $7,112.88", 7

Townhouse,$300/month,1989,The Fields,,"$295,000",, 2,,1123 Tennyson Ln 60540,2.0,2.5,"1,629"," Natural Gas, Forced Air", Central Air, 2, 1, 2, 2, Full, Unfinished,," $6,769", 6

Single Family Residential,$117/month,1997,Woods of Rivermist,,,, 3, Naperville Central High School,135 Settlers Dr 60565,6.0,5,"6,399"," Natural Gas, Forced Air, Zoned"," Central Air, Zoned", 5,, 0, 2," Full, Walkout"," Finished,Exterior Access",," $20,787", 15

Condo/Co-op,,,,,"$393,000",,,,2248 Ferry Rd 60563,,,,,,,, 0, 0,,,,,

Other,,1950,,,"$800,000",,,,835 N Webster St 60563,,2.5,"2,673",,,,, 0, 0,,,,,

Single Family Residential,,1968,Saybrook,,"$580,000",, 2, Naperville North High School,1420 Loomis St 60563,4.0,2.5,"2,969"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Finished,Rec/Family Area,Sleeping Area,Storage Space", 966," $10,206", 8

Single Family Residential,,1990,Riverwoods,,,, 2, Naperville Central High School,2689 Fox River Ln 60565,4.0,2.5,"3,062", Natural Gas, Central Air, 2, 1, 8, 18, Partial," Finished,Crawl",," $10,897.82", 11

Condo/Co-op,,1996,,,"$315,000",,,,1449 Whitespire Ct 60565,3.0,3,"2,652",,,,, 0, 0,,,,, 8

Single Family Residential,$19/month,1998,Harmony Grove,,,, 2, Neuqua Valley High School,2511 Hoddam Ct 60564,5.0,2.5,"2,738"," Natural Gas, Forced Air", Central Air, 2, 1, 14, 12, Full, Finished,," $9,986.24", 12

Condo,$352/month,1989,Naperville,,,, 1, Metea Valley High School,1272 Rhodes Ln 60540,2.0,2.5,"1,582", Natural Gas, Central Air, 2, 1, 10, 0,, Slab,," $4,627.92", 6

Single Family Residential,,1989,Brookdale,,"$420,000",, 2, Metea Valley High School,804 Bruno Ct 60563,4.0,3.5,"2,108", Natural Gas, Central Air, 3, 1, 0, 0, Partial," Finished,Crawl,Rec/Family Area,Storage Space", 740," $8,653.84", 10

Single Family Residential,$50/month,1991,Ashbury,,"$560,000",, 2.5, Neuqua Valley High School,1503 Conan Doyle Rd 60564,4.0,2.5,"2,964"," Natural Gas, Zoned"," Central Air, Zoned", 2, 1, 0, 2, Full, Finished," 1,500"," $11,805", 9

Single Family Residential,$29/month,2000,Century Farms,,"$768,000",, 3, Naperville North High School,964 Commons Rd 60563,5.0,4.5,"3,487"," Natural Gas, Forced Air", Central Air, 4, 1, 0, 0," Full, English", Finished," 2,020"," $13,854.82", 14

Condo,$350/month,1988,Naperville,,"$175,000",, 2,,1258 Chalet Rd 60563,2.0,2,"1,204", Natural Gas, Central Air, 2,, 0, 0,, Slab,," $2,633.20", 5

Condo,$275/month,1994,White Eagle,,"$224,000",, 1, Waubonsie Valley High School,1441 Aberdeen Ct 60564,2.0,2,"1,294", Natural Gas, Central Air, 2,, 0, 2," Full, English", Unfinished,," $6,441", 5

Single Family Residential,,1993,Brookwood Trace,,"$600,000",, 3, Neuqua Valley High School,632 Rock Spring Rd 60565,5.0,3,"3,176", Natural Gas, Central Air, 3,, 0, 2, Full, Finished,," $12,707.98", 14

Single Family Residential,$42/month,1982,Cress Creek Commons,,"$600,000",, 2, Naperville North High School,1291 W Bauer Rd 60563,4.0,3.5,"2,234", Natural Gas, Central Air, 3, 1, 0, 2, Full, Finished,," $9,546.92", 11

Single Family Residential,,1985,,,"$570,000",,,,130 Waxwing Ave 60565,4.0,2.5,"2,547",,,,, 0, 0,,,,, 10

Townhouse,$375/month,2006,Hampton Park,,,, 2, Metea Valley High School,2842 Bond Cir 60563,2.0,3,"1,815", Natural Gas, Central Air, 3,, 0, 2, Partial, Finished,," $7,652.34", 6

Single Family Residential,$49/month,1978,Hobson West,,"$685,000",, 2, Naperville Central High School,623 Fredericksburg Ct 60540,4.0,3,"2,753"," Natural Gas, Forced Air", Central Air, 2, 2, 0, 2, Full, Finished," 1,080"," $10,815", 10

Single Family Residential,,1900,,,"$525,000",,,,548 S Webster St 60540,2.0,1,"1,012",,,,, 0, 0,,,,,

Single Family Residential,$259/month,2017,Carillon Club,,"$545,000",, 4,,4031 Idlewild Ln 60564,2.0,2,"2,000"," Natural Gas, Forced Air", Central Air, 2,, 0, 2, Full," Unfinished,Crawl,8 ft + pour",," $9,119", 6

Single Family Residential,,1978,Brook Crossing,,"$460,100",, 2, Neuqua Valley High School,1222 Springdale Cir 60564,4.0,4,"2,725"," Natural Gas, Forced Air", Central Air, 3, 2, 0, 0, Partial," Finished,Rec/Family Area",," $10,387.86", 9

Single Family Residential,,1983,University Heights,,"$302,000",, 2, Naperville Central High School,1710 Drake Ct 60565,3.0,2,"1,074"," Natural Gas, Forced Air", Central Air, 2,, 0, 2,, Crawl,," $5,436", 6

Townhouse,$215/month,1995,Naperville,,"$300,000",, 2, Neuqua Valley High School,1704 Tamahawk Ln 60564,3.0,2.5,"1,634", Natural Gas, Central Air, 2, 1, 0, 0,, None,," $4,711", 6

Single Family Residential,,2008,Naperville,,"$1,285,000",, 3, Naperville North High School,609 N Sleight St 60563,5.0,4.5,"3,855", Natural Gas, Central Air, 4, 1, 0, 2, Full, Finished," 2,034"," $22,742", 11

Single Family Residential,,1981,Brookdale,,"$485,000",, 2, Metea Valley High School,1036 Bainbridge Dr 60563,4.0,3,"2,526"," Natural Gas, Forced Air", Central Air, 3,, 0, 2, Full, Partially Finished,," $9,897.98", 11

Condo,$184/month,2000,Windridge,,,, 1, Neuqua Valley High School,2459 Sheehan Dr 60564,2.0,2,"1,139", Natural Gas, Central Air, 2,, 8, 0,, None,," $4,223", 5

Single Family Residential,,1994,Brookwood Trace,,"$639,000",, 2, Neuqua Valley High School,512 Gateshead Dr 60565,6.0,4,"3,350"," Natural Gas, Forced Air", Central Air, 4,, 2, 2, Full, Finished," 1,750"," $13,058.58", 13

Single Family Residential,,1971,Pembroke Greens,,"$599,000",, 2, Naperville North High School,1219 Elizabeth Ave 60540,4.0,2.5,"2,842", Natural Gas, Central Air, 2, 1, 6, 16, Full, Partially Finished,," $9,607.90", 10

Single Family Residential,,1976,Indian Hill,,,, 2, Naperville North High School,516 Menominee Ln 60563,4.0,2.5,"2,703"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $8,906", 9

Townhouse,$421/month,2009,Carillon Club,,,, 2,,2944 Normandy Cir 60564,3.0,3,"1,860"," Natural Gas, Forced Air", Central Air, 3,, 8, 10, Full, Partially Finished," 1,860"," $7,557.84", 7

Condo/Co-op,,1989,,,"$285,000",,,,1272 Rhodes Ln 60540,3.0,2.5,"1,582",,,,, 0, 0,,,,, 7

Condo/Co-op,,1991,,,"$190,000",,,,35 Foxcroft Rd 60565,2.0,1.5,"1,080",,,,, 0, 0,,,,, 5

Single Family Residential,,2017,,,"$1,000,000",,,,109 N Laird St 60540,5.0,4.5,"3,367",,,,, 0, 0,,,,,

Single Family Residential,,1960,West Highlands,,,, 1, Naperville Central High School,321 Hemlock Ln 60540,5.0,2,"2,398", Natural Gas, Central Air, 2,, 0, 20, Partial, Unfinished,," $8,376", 9

Condo/Co-op,,1999,,,"$203,000",,,,2915 Stonewater Dr 60564,,1.5,929,,,,, 0, 0,,,,,

Townhouse,$169/month,1997,Kingspointe,,,, 1, Metea Valley High School,955 Sheridan Cir 60563,2.0,2.5,"1,400"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $4,452.88", 6

Single Family Residential,,1987,,,"$220,000",,,,1552 Ranchview Dr 60565,,1,"1,009",,,,, 0, 0,,,,,

Single Family Residential,$9/month,1976,Hobson Village,,"$618,000",, 2, Naperville North High School,906 Tim Tam Cir 60540,4.0,2.5,"2,564"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full," Partially Finished,Concrete (Basement),Rec/Family Area,Storage Space"," 1,316"," $9,570.38", 10

Single Family Residential,,1992,Chestnut Ridge,,"$550,000",, 2, Naperville Central High School,1677 Ithaca Dr 60565,4.0,3,"2,989"," Natural Gas, Forced Air", Central Air, 3,, 0, 0, Partial," Finished,Crawl",," $9,718.62", 12

Single Family Residential,$8/month,1989,Tamarack Fairways,,"$848,000",, 3, Plainfield North High School,10821 Royal Porthcawl Dr 60564,5.0,5,"4,002"," Natural Gas, Forced Air", Central Air, 5,, 0, 2, Partial," Finished,Crawl",," $14,589.50", 12

Single Family Residential,,1998,Mission Oaks,,"$450,000",, 2, Neuqua Valley High School,2151 Sudbury St 60564,3.0,2.5,"2,323"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0, Full, Finished,," $8,911.24", 7

Single Family Residential,,1986,River Oaks,,"$430,000",, 2, Naperville Central High School,2417 Wendover Dr 60565,4.0,2.5,"1,968", Natural Gas, Central Air, 2, 1, 0, 2, Partial, Unfinished,," $8,457", 8

Townhouse,$385/month,1993,White Eagle,,,, 2, Waubonsie Valley High School,1503 Wexford Pl 60564,3.0,4,"2,010", Natural Gas, Central Air, 3, 2, 0, 0, Full," Finished,Rec/Family Area,Sleeping Area,Storage Space",," $9,530.30", 8

Townhouse,$260/month,2014,Mayfair,,"$299,900",, 2, Metea Valley High School,2981 Henley Ln 60540,2.0,2.5,"1,555"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 0,, None,," $5,867", 4

Single Family Residential,$83/month,1998,Stillwater,,"$693,000",, 3, Neuqua Valley High School,2532 Dewes Ln 60564,5.0,4,"4,977", Natural Gas, Central Air, 3, 2, 0, 2, Full, Finished," 1,724"," $13,840.98", 10

Single Family Residential,$4/month,1986,Winding Creek,,"$480,000",, 2, Naperville Central High School,1412 Meander Dr 60565,4.0,2.5,"2,730"," Natural Gas, Forced Air", Central Air, 2, 1, 0, 2, Full," Unfinished,Crawl"," 1,209"," $8,687", 9

Single Family Residential,,1991,Orleans,,,, 2, Naperville Central High School,1712 Chalmette Ct 60565,5.0,2.5,"2,260"," Natural Gas, Forced Air", Central Air, 2, 1, 16, 6, Full, Finished,," $8,561.74", 11
